event_id,run_id,x,y,z,unit,true_x_cm,true_y_cm,true_z_cm
376,376,17.687317,5.000000,14.956394,cm,17.687317,5.000000,14.956394
377,377,41.151141,5.000000,33.382749,cm,41.151141,5.000000,33.382749
378,378,11.911785,5.000000,40.666010,cm,11.911785,5.000000,40.666010
379,379,6.413574,5.000000,9.051032,cm,6.413574,5.000000,9.051032
380,380,19.576192,5.000000,0.433371,cm,19.576192,5.000000,0.433371
381,381,9.308337,5.000000,48.845789,cm,9.308337,5.000000,48.845789
382,382,18.576906,5.000000,42.011652,cm,18.576906,5.000000,42.011652
383,383,15.169231,5.000000,25.675250,cm,15.169231,5.000000,25.675250
384,384,4.449169,5.000000,21.715573,cm,4.449169,5.000000,21.715573
385,385,34.457533,5.000000,49.252112,cm,34.457533,5.000000,49.252112
386,386,41.298308,5.000000,33.108536,cm,41.298308,5.000000,33.108536
387,387,4.471303,5.000000,47.956960,cm,4.471303,5.000000,47.956960
388,388,48.248215,5.000000,36.114241,cm,48.248215,5.000000,36.114241
389,389,35.625182,5.000000,1.387336,cm,35.625182,5.000000,1.387336
390,390,42.773038,5.000000,38.214411,cm,42.773038,5.000000,38.214411
391,391,21.677866,5.000000,27.845445,cm,21.677866,5.000000,27.845445
392,392,24.667787,5.000000,12.192081,cm,24.667787,5.000000,12.192081
393,393,30.122631,5.000000,17.288556,cm,30.122631,5.000000,17.288556
394,394,5.543140,5.000000,6.346204,cm,5.543140,5.000000,6.346204
395,395,11.653339,5.000000,6.705985,cm,11.653339,5.000000,6.705985
396,396,31.598867,5.000000,28.711922,cm,31.598867,5.000000,28.711922
397,397,37.165851,5.000000,35.494458,cm,37.165851,5.000000,35.494458
398,398,37.679596,5.000000,3.802374,cm,37.679596,5.000000,3.802374
399,399,13.108845,5.000000,28.760653,cm,13.108845,5.000000,28.760653
400,400,6.880251,5.000000,47.859531,cm,6.880251,5.000000,47.859531
401,401,6.256317,5.000000,18.782989,cm,6.256317,5.000000,18.782989
402,402,23.923697,5.000000,43.716544,cm,23.923697,5.000000,43.716544
403,403,38.412018,5.000000,19.042093,cm,38.412018,5.000000,19.042093
404,404,12.287382,5.000000,36.154511,cm,12.287382,5.000000,36.154511
405,405,13.547096,5.000000,21.538369,cm,13.547096,5.000000,21.538369
406,406,32.019426,5.000000,23.506892,cm,32.019426,5.000000,23.506892
407,407,7.406215,5.000000,14.892772,cm,7.406215,5.000000,14.892772
408,408,20.927229,5.000000,8.479852,cm,20.927229,5.000000,8.479852
409,409,39.197075,5.000000,13.448351,cm,39.197075,5.000000,13.448351
410,410,16.381709,5.000000,30.867502,cm,16.381709,5.000000,30.867502
411,411,6.084611,5.000000,44.475024,cm,6.084611,5.000000,44.475024
412,412,22.341607,5.000000,3.793661,cm,22.341607,5.000000,3.793661
413,413,1.002939,5.000000,23.414965,cm,1.002939,5.000000,23.414965
414,414,29.632260,5.000000,19.427423,cm,29.632260,5.000000,19.427423
415,415,22.508663,5.000000,21.381018,cm,22.508663,5.000000,21.381018
416,416,21.618939,5.000000,4.357179,cm,21.618939,5.000000,4.357179
417,417,30.497276,5.000000,24.435734,cm,30.497276,5.000000,24.435734
418,418,6.143555,5.000000,6.109875,cm,6.143555,5.000000,6.109875
419,419,19.625172,5.000000,12.032785,cm,19.625172,5.000000,12.032785
420,420,21.116923,5.000000,44.986886,cm,21.116923,5.000000,44.986886
421,421,21.986556,5.000000,4.893831,cm,21.986556,5.000000,4.893831
422,422,20.438727,5.000000,43.994788,cm,20.438727,5.000000,43.994788
423,423,26.617639,5.000000,10.217345,cm,26.617639,5.000000,10.217345
424,424,16.461458,5.000000,35.434606,cm,16.461458,5.000000,35.434606
425,425,33.079501,5.000000,49.813727,cm,33.079501,5.000000,49.813727
426,426,2.352278,5.000000,36.502590,cm,2.352278,5.000000,36.502590
427,427,44.692065,5.000000,36.861923,cm,44.692065,5.000000,36.861923
428,428,1.511363,5.000000,4.877406,cm,1.511363,5.000000,4.877406
429,429,25.527327,5.000000,12.860346,cm,25.527327,5.000000,12.860346
430,430,39.016201,5.000000,10.915336,cm,39.016201,5.000000,10.915336
431,431,12.089891,5.000000,23.501675,cm,12.089891,5.000000,23.501675
432,432,24.798476,5.000000,6.805428,cm,24.798476,5.000000,6.805428
433,433,47.274244,5.000000,11.604183,cm,47.274244,5.000000,11.604183
434,434,10.308410,5.000000,36.035444,cm,10.308410,5.000000,36.035444
435,435,13.656429,5.000000,34.791768,cm,13.656429,5.000000,34.791768
436,436,41.053421,5.000000,44.709276,cm,41.053421,5.000000,44.709276
437,437,16.225006,5.000000,23.378745,cm,16.225006,5.000000,23.378745
438,438,36.566062,5.000000,37.322049,cm,36.566062,5.000000,37.322049
439,439,49.363717,5.000000,20.566386,cm,49.363717,5.000000,20.566386
440,440,8.165652,5.000000,4.571019,cm,8.165652,5.000000,4.571019
441,441,4.766727,5.000000,27.213159,cm,4.766727,5.000000,27.213159
442,442,31.433427,5.000000,42.521175,cm,31.433427,5.000000,42.521175
443,443,44.051519,5.000000,28.642661,cm,44.051519,5.000000,28.642661
444,444,9.112129,5.000000,6.660785,cm,9.112129,5.000000,6.660785
445,445,27.879904,5.000000,20.903151,cm,27.879904,5.000000,20.903151
446,446,7.909667,5.000000,13.518880,cm,7.909667,5.000000,13.518880
447,447,0.247478,5.000000,15.508221,cm,0.247478,5.000000,15.508221
448,448,14.210111,5.000000,14.970070,cm,14.210111,5.000000,14.970070
449,449,24.223700,5.000000,13.061968,cm,24.223700,5.000000,13.061968
450,450,32.376298,5.000000,31.182092,cm,32.376298,5.000000,31.182092
451,451,31.835809,5.000000,10.012541,cm,31.835809,5.000000,10.012541
452,452,47.262573,5.000000,23.269429,cm,47.262573,5.000000,23.269429
453,453,15.984542,5.000000,48.002444,cm,15.984542,5.000000,48.002444
454,454,48.058395,5.000000,42.187583,cm,48.058395,5.000000,42.187583
455,455,5.964872,5.000000,32.617032,cm,5.964872,5.000000,32.617032
456,456,40.768767,5.000000,12.295022,cm,40.768767,5.000000,12.295022
457,457,18.139273,5.000000,28.711087,cm,18.139273,5.000000,28.711087
458,458,0.324916,5.000000,47.223786,cm,0.324916,5.000000,47.223786
459,459,27.474436,5.000000,15.404491,cm,27.474436,5.000000,15.404491
460,460,22.553272,5.000000,22.262626,cm,22.553272,5.000000,22.262626
461,461,38.326445,5.000000,2.230264,cm,38.326445,5.000000,2.230264
462,462,28.813449,5.000000,12.303092,cm,28.813449,5.000000,12.303092
463,463,5.845502,5.000000,28.124706,cm,5.845502,5.000000,28.124706
464,464,4.623832,5.000000,20.082294,cm,4.623832,5.000000,20.082294
465,465,32.243621,5.000000,25.350574,cm,32.243621,5.000000,25.350574
466,466,20.364637,5.000000,12.723998,cm,20.364637,5.000000,12.723998
467,467,8.660821,5.000000,19.044337,cm,8.660821,5.000000,19.044337
468,468,27.571551,5.000000,31.747586,cm,27.571551,5.000000,31.747586
469,469,21.145607,5.000000,2.402462,cm,21.145607,5.000000,2.402462
470,470,21.790473,5.000000,25.101947,cm,21.790473,5.000000,25.101947
471,471,47.671553,5.000000,0.904458,cm,47.671553,5.000000,0.904458
472,472,4.653569,5.000000,25.754563,cm,4.653569,5.000000,25.754563
473,473,9.190324,5.000000,43.008030,cm,9.190324,5.000000,43.008030
474,474,15.851370,5.000000,39.605173,cm,15.851370,5.000000,39.605173
475,475,49.327304,5.000000,39.364059,cm,49.327304,5.000000,39.364059
476,476,43.530176,5.000000,25.520437,cm,43.530176,5.000000,25.520437
477,477,15.400146,5.000000,35.035326,cm,15.400146,5.000000,35.035326
478,478,0.008397,5.000000,21.767650,cm,0.008397,5.000000,21.767650
479,479,17.298808,5.000000,18.117137,cm,17.298808,5.000000,18.117137
480,480,10.280073,5.000000,38.612279,cm,10.280073,5.000000,38.612279
481,481,45.506328,5.000000,1.681736,cm,45.506328,5.000000,1.681736
482,482,21.739035,5.000000,14.699776,cm,21.739035,5.000000,14.699776
483,483,11.626754,5.000000,24.387953,cm,11.626754,5.000000,24.387953
484,484,13.461243,5.000000,4.237916,cm,13.461243,5.000000,4.237916
485,485,39.582784,5.000000,19.984211,cm,39.582784,5.000000,19.984211
486,486,18.120536,5.000000,44.492815,cm,18.120536,5.000000,44.492815
487,487,42.801002,5.000000,6.265841,cm,42.801002,5.000000,6.265841
488,488,2.720166,5.000000,14.189474,cm,2.720166,5.000000,14.189474
489,489,9.976321,5.000000,41.934609,cm,9.976321,5.000000,41.934609
490,490,28.773194,5.000000,44.098707,cm,28.773194,5.000000,44.098707
491,491,35.085002,5.000000,19.923736,cm,35.085002,5.000000,19.923736
492,492,6.641544,5.000000,8.800654,cm,6.641544,5.000000,8.800654
493,493,23.503010,5.000000,14.291605,cm,23.503010,5.000000,14.291605
494,494,43.412508,5.000000,5.631700,cm,43.412508,5.000000,5.631700
495,495,0.182828,5.000000,29.209501,cm,0.182828,5.000000,29.209501
496,496,19.122163,5.000000,45.826507,cm,19.122163,5.000000,45.826507
497,497,17.127538,5.000000,2.087678,cm,17.127538,5.000000,2.087678
498,498,10.866200,5.000000,4.986045,cm,10.866200,5.000000,4.986045
499,499,9.843526,5.000000,47.652980,cm,9.843526,5.000000,47.652980
500,500,10.988696,5.000000,26.723114,cm,10.988696,5.000000,26.723114
501,501,42.975455,5.000000,15.350282,cm,42.975455,5.000000,15.350282
502,502,43.242847,5.000000,36.181357,cm,43.242847,5.000000,36.181357
503,503,42.681642,5.000000,35.502688,cm,42.681642,5.000000,35.502688
504,504,11.660397,5.000000,17.685136,cm,11.660397,5.000000,17.685136
505,505,37.079746,5.000000,22.212055,cm,37.079746,5.000000,22.212055
506,506,2.067456,5.000000,12.466554,cm,2.067456,5.000000,12.466554
507,507,12.484816,5.000000,7.873691,cm,12.484816,5.000000,7.873691
508,508,36.158923,5.000000,8.441011,cm,36.158923,5.000000,8.441011
509,509,15.847066,5.000000,32.586546,cm,15.847066,5.000000,32.586546
510,510,0.333090,5.000000,36.395465,cm,0.333090,5.000000,36.395465
511,511,0.417091,5.000000,17.021701,cm,0.417091,5.000000,17.021701
512,512,17.835155,5.000000,46.836667,cm,17.835155,5.000000,46.836667
513,513,27.343789,5.000000,11.568226,cm,27.343789,5.000000,11.568226
514,514,30.605275,5.000000,32.968051,cm,30.605275,5.000000,32.968051
515,515,17.915582,5.000000,29.712532,cm,17.915582,5.000000,29.712532
516,516,25.660834,5.000000,31.023682,cm,25.660834,5.000000,31.023682
517,517,36.605345,5.000000,37.588072,cm,36.605345,5.000000,37.588072
518,518,28.717976,5.000000,30.435365,cm,28.717976,5.000000,30.435365
519,519,43.980607,5.000000,21.942540,cm,43.980607,5.000000,21.942540
520,520,28.312499,5.000000,46.075342,cm,28.312499,5.000000,46.075342
521,521,16.749988,5.000000,43.617367,cm,16.749988,5.000000,43.617367
522,522,10.495897,5.000000,39.885242,cm,10.495897,5.000000,39.885242
523,523,24.321277,5.000000,14.126282,cm,24.321277,5.000000,14.126282
524,524,10.356536,5.000000,40.320195,cm,10.356536,5.000000,40.320195
525,525,6.338448,5.000000,31.557253,cm,6.338448,5.000000,31.557253
526,526,0.449868,5.000000,26.497144,cm,0.449868,5.000000,26.497144
527,527,25.278839,5.000000,4.142364,cm,25.278839,5.000000,4.142364
528,528,4.595587,5.000000,46.924120,cm,4.595587,5.000000,46.924120
529,529,3.197937,5.000000,2.953236,cm,3.197937,5.000000,2.953236
530,530,35.940909,5.000000,36.335332,cm,35.940909,5.000000,36.335332
531,531,10.407296,5.000000,43.939545,cm,10.407296,5.000000,43.939545
532,532,43.527470,5.000000,33.215974,cm,43.527470,5.000000,33.215974
533,533,49.342530,5.000000,20.998885,cm,49.342530,5.000000,20.998885
534,534,19.309874,5.000000,29.430818,cm,19.309874,5.000000,29.430818
535,535,35.263847,5.000000,32.288662,cm,35.263847,5.000000,32.288662
536,536,6.955998,5.000000,48.763895,cm,6.955998,5.000000,48.763895
537,537,28.997546,5.000000,1.808881,cm,28.997546,5.000000,1.808881
538,538,35.326518,5.000000,34.780560,cm,35.326518,5.000000,34.780560
539,539,36.580090,5.000000,46.549669,cm,36.580090,5.000000,46.549669
540,540,23.083865,5.000000,33.208201,cm,23.083865,5.000000,33.208201
541,541,34.331027,5.000000,45.567873,cm,34.331027,5.000000,45.567873
542,542,1.683057,5.000000,18.819580,cm,1.683057,5.000000,18.819580
543,543,46.350963,5.000000,30.252200,cm,46.350963,5.000000,30.252200
544,544,41.585924,5.000000,2.416150,cm,41.585924,5.000000,2.416150
545,545,0.589129,5.000000,45.701203,cm,0.589129,5.000000,45.701203
546,546,28.419026,5.000000,28.879106,cm,28.419026,5.000000,28.879106
547,547,15.671725,5.000000,8.045274,cm,15.671725,5.000000,8.045274
548,548,8.142345,5.000000,41.350239,cm,8.142345,5.000000,41.350239
549,549,15.772652,5.000000,34.323722,cm,15.772652,5.000000,34.323722
550,550,5.063488,5.000000,8.680192,cm,5.063488,5.000000,8.680192
551,551,28.633309,5.000000,36.995567,cm,28.633309,5.000000,36.995567
552,552,13.591754,5.000000,48.899272,cm,13.591754,5.000000,48.899272
553,553,38.575816,5.000000,27.491325,cm,38.575816,5.000000,27.491325
554,554,45.037641,5.000000,28.026632,cm,45.037641,5.000000,28.026632
555,555,1.336352,5.000000,25.304632,cm,1.336352,5.000000,25.304632
556,556,30.179375,5.000000,43.709141,cm,30.179375,5.000000,43.709141
557,557,24.757698,5.000000,12.568387,cm,24.757698,5.000000,12.568387
558,558,6.265309,5.000000,26.913992,cm,6.265309,5.000000,26.913992
559,559,2.846207,5.000000,22.801130,cm,2.846207,5.000000,22.801130
560,560,3.155945,5.000000,35.462130,cm,3.155945,5.000000,35.462130
561,561,41.539281,5.000000,26.777067,cm,41.539281,5.000000,26.777067
562,562,30.521198,5.000000,36.182908,cm,30.521198,5.000000,36.182908
563,563,46.322257,5.000000,23.827328,cm,46.322257,5.000000,23.827328
564,564,22.339240,5.000000,25.619601,cm,22.339240,5.000000,25.619601
565,565,0.788449,5.000000,42.021005,cm,0.788449,5.000000,42.021005
566,566,19.731740,5.000000,25.732655,cm,19.731740,5.000000,25.732655
567,567,28.744954,5.000000,20.149917,cm,28.744954,5.000000,20.149917
568,568,2.887262,5.000000,21.922588,cm,2.887262,5.000000,21.922588
569,569,27.441783,5.000000,37.311772,cm,27.441783,5.000000,37.311772
570,570,21.444685,5.000000,18.883055,cm,21.444685,5.000000,18.883055
571,571,22.331296,5.000000,47.035132,cm,22.331296,5.000000,47.035132
572,572,13.751417,5.000000,29.868716,cm,13.751417,5.000000,29.868716
573,573,49.671022,5.000000,41.095656,cm,49.671022,5.000000,41.095656
574,574,25.261640,5.000000,4.563286,cm,25.261640,5.000000,4.563286
575,575,13.111662,5.000000,43.274563,cm,13.111662,5.000000,43.274563
576,576,29.485196,5.000000,28.984077,cm,29.485196,5.000000,28.984077
577,577,33.723883,5.000000,12.737008,cm,33.723883,5.000000,12.737008
578,578,29.559016,5.000000,5.879423,cm,29.559016,5.000000,5.879423
579,579,5.194501,5.000000,39.632478,cm,5.194501,5.000000,39.632478
580,580,6.362112,5.000000,9.168020,cm,6.362112,5.000000,9.168020
581,581,48.957318,5.000000,34.627309,cm,48.957318,5.000000,34.627309
582,582,42.543769,5.000000,17.795324,cm,42.543769,5.000000,17.795324
583,583,6.256743,5.000000,5.409593,cm,6.256743,5.000000,5.409593
584,584,13.041899,5.000000,19.721446,cm,13.041899,5.000000,19.721446
585,585,22.230658,5.000000,0.343983,cm,22.230658,5.000000,0.343983
586,586,17.156871,5.000000,24.573751,cm,17.156871,5.000000,24.573751
587,587,44.328325,5.000000,40.152241,cm,44.328325,5.000000,40.152241
588,588,9.015620,5.000000,27.966591,cm,9.015620,5.000000,27.966591
589,589,22.827239,5.000000,5.092190,cm,22.827239,5.000000,5.092190
590,590,11.747072,5.000000,39.431535,cm,11.747072,5.000000,39.431535
591,591,9.795356,5.000000,49.268711,cm,9.795356,5.000000,49.268711
592,592,16.670945,5.000000,7.351143,cm,16.670945,5.000000,7.351143
593,593,47.999619,5.000000,1.890941,cm,47.999619,5.000000,1.890941
594,594,4.302411,5.000000,20.375399,cm,4.302411,5.000000,20.375399
595,595,41.786204,5.000000,38.333183,cm,41.786204,5.000000,38.333183
596,596,33.455397,5.000000,29.327474,cm,33.455397,5.000000,29.327474
597,597,49.962204,5.000000,37.257789,cm,49.962204,5.000000,37.257789
598,598,36.138680,5.000000,27.746829,cm,36.138680,5.000000,27.746829
599,599,21.695129,5.000000,15.579673,cm,21.695129,5.000000,15.579673
600,600,40.350896,5.000000,29.499295,cm,40.350896,5.000000,29.499295
601,601,10.257380,5.000000,6.381724,cm,10.257380,5.000000,6.381724
602,602,30.435027,5.000000,33.041345,cm,30.435027,5.000000,33.041345
603,603,49.050275,5.000000,13.331833,cm,49.050275,5.000000,13.331833
604,604,48.823232,5.000000,31.423085,cm,48.823232,5.000000,31.423085
605,605,0.715492,5.000000,9.029363,cm,0.715492,5.000000,9.029363
606,606,13.958126,5.000000,36.946927,cm,13.958126,5.000000,36.946927
607,607,3.684073,5.000000,21.625863,cm,3.684073,5.000000,21.625863
608,608,25.642435,5.000000,4.616988,cm,25.642435,5.000000,4.616988
609,609,48.640718,5.000000,8.868143,cm,48.640718,5.000000,8.868143
610,610,23.440834,5.000000,12.194190,cm,23.440834,5.000000,12.194190
611,611,10.122339,5.000000,13.488073,cm,10.122339,5.000000,13.488073
612,612,3.271067,5.000000,39.050108,cm,3.271067,5.000000,39.050108
613,613,5.854151,5.000000,20.269432,cm,5.854151,5.000000,20.269432
614,614,28.255292,5.000000,7.042634,cm,28.255292,5.000000,7.042634
615,615,16.378366,5.000000,19.652445,cm,16.378366,5.000000,19.652445
616,616,0.039507,5.000000,18.720178,cm,0.039507,5.000000,18.720178
617,617,47.222109,5.000000,13.503667,cm,47.222109,5.000000,13.503667
618,618,0.546710,5.000000,21.956007,cm,0.546710,5.000000,21.956007
619,619,9.520832,5.000000,2.485524,cm,9.520832,5.000000,2.485524
620,620,17.054778,5.000000,41.561994,cm,17.054778,5.000000,41.561994
621,621,31.478512,5.000000,42.247401,cm,31.478512,5.000000,42.247401
622,622,47.305333,5.000000,2.459913,cm,47.305333,5.000000,2.459913
623,623,3.102909,5.000000,9.271238,cm,3.102909,5.000000,9.271238
624,624,36.714707,5.000000,44.142347,cm,36.714707,5.000000,44.142347
625,625,39.192006,5.000000,7.000052,cm,39.192006,5.000000,7.000052
626,626,24.618285,5.000000,41.919693,cm,24.618285,5.000000,41.919693
627,627,42.616320,5.000000,6.495492,cm,42.616320,5.000000,6.495492
628,628,4.321428,5.000000,44.075091,cm,4.321428,5.000000,44.075091
629,629,33.347665,5.000000,26.831638,cm,33.347665,5.000000,26.831638
630,630,35.329940,5.000000,3.000246,cm,35.329940,5.000000,3.000246
631,631,2.340760,5.000000,5.205779,cm,2.340760,5.000000,5.205779
632,632,40.743432,5.000000,14.873839,cm,40.743432,5.000000,14.873839
633,633,19.671689,5.000000,8.936075,cm,19.671689,5.000000,8.936075
634,634,26.892864,5.000000,28.793283,cm,26.892864,5.000000,28.793283
635,635,37.619827,5.000000,43.441777,cm,37.619827,5.000000,43.441777
636,636,4.538268,5.000000,31.357157,cm,4.538268,5.000000,31.357157
637,637,43.026322,5.000000,23.236129,cm,43.026322,5.000000,23.236129
638,638,13.159460,5.000000,37.827326,cm,13.159460,5.000000,37.827326
639,639,27.313487,5.000000,46.407898,cm,27.313487,5.000000,46.407898
640,640,40.186690,5.000000,26.922076,cm,40.186690,5.000000,26.922076
641,641,42.071716,5.000000,4.953181,cm,42.071716,5.000000,4.953181
642,642,49.060284,5.000000,49.128178,cm,49.060284,5.000000,49.128178
643,643,1.973081,5.000000,42.233653,cm,1.973081,5.000000,42.233653
644,644,49.105114,5.000000,14.197122,cm,49.105114,5.000000,14.197122
645,645,11.886814,5.000000,29.208318,cm,11.886814,5.000000,29.208318
646,646,5.465135,5.000000,26.770661,cm,5.465135,5.000000,26.770661
647,647,8.983429,5.000000,10.981602,cm,8.983429,5.000000,10.981602
648,648,33.534254,5.000000,31.956714,cm,33.534254,5.000000,31.956714
649,649,41.782111,5.000000,16.594105,cm,41.782111,5.000000,16.594105
650,650,45.013443,5.000000,13.842755,cm,45.013443,5.000000,13.842755
651,651,20.396339,5.000000,17.775715,cm,20.396339,5.000000,17.775715
652,652,18.637526,5.000000,19.513623,cm,18.637526,5.000000,19.513623
653,653,9.159295,5.000000,3.932659,cm,9.159295,5.000000,3.932659
654,654,34.361866,5.000000,12.905879,cm,34.361866,5.000000,12.905879
655,655,27.057054,5.000000,11.382525,cm,27.057054,5.000000,11.382525
656,656,0.046784,5.000000,13.928176,cm,0.046784,5.000000,13.928176
657,657,19.144570,5.000000,33.859301,cm,19.144570,5.000000,33.859301
658,658,34.533189,5.000000,6.849094,cm,34.533189,5.000000,6.849094
659,659,38.206402,5.000000,35.498447,cm,38.206402,5.000000,35.498447
660,660,18.379325,5.000000,10.433374,cm,18.379325,5.000000,10.433374
661,661,47.130877,5.000000,2.803727,cm,47.130877,5.000000,2.803727
662,662,12.336555,5.000000,28.901687,cm,12.336555,5.000000,28.901687
663,663,16.024609,5.000000,32.608433,cm,16.024609,5.000000,32.608433
664,664,27.226832,5.000000,40.336939,cm,27.226832,5.000000,40.336939
665,665,20.473361,5.000000,32.658093,cm,20.473361,5.000000,32.658093
666,666,45.562316,5.000000,38.085701,cm,45.562316,5.000000,38.085701
667,667,32.486658,5.000000,20.047694,cm,32.486658,5.000000,20.047694
668,668,35.015124,5.000000,41.109402,cm,35.015124,5.000000,41.109402
669,669,45.566840,5.000000,10.589720,cm,45.566840,5.000000,10.589720
670,670,31.690666,5.000000,13.179354,cm,31.690666,5.000000,13.179354
671,671,12.642398,5.000000,18.436882,cm,12.642398,5.000000,18.436882
672,672,12.323573,5.000000,26.952598,cm,12.323573,5.000000,26.952598
673,673,17.324665,5.000000,30.418910,cm,17.324665,5.000000,30.418910
674,674,18.401807,5.000000,33.445443,cm,18.401807,5.000000,33.445443
675,675,40.986266,5.000000,4.100812,cm,40.986266,5.000000,4.100812
676,676,49.971824,5.000000,23.371435,cm,49.971824,5.000000,23.371435
677,677,31.244927,5.000000,49.486906,cm,31.244927,5.000000,49.486906
678,678,29.595443,5.000000,20.875482,cm,29.595443,5.000000,20.875482
679,679,10.252158,5.000000,34.358148,cm,10.252158,5.000000,34.358148
680,680,39.951463,5.000000,23.087664,cm,39.951463,5.000000,23.087664
681,681,36.785895,5.000000,41.655080,cm,36.785895,5.000000,41.655080
682,682,44.835840,5.000000,32.657743,cm,44.835840,5.000000,32.657743
683,683,29.143954,5.000000,42.201078,cm,29.143954,5.000000,42.201078
684,684,30.245919,5.000000,20.560928,cm,30.245919,5.000000,20.560928
685,685,39.762787,5.000000,46.399034,cm,39.762787,5.000000,46.399034
686,686,17.964101,5.000000,9.765717,cm,17.964101,5.000000,9.765717
687,687,4.397662,5.000000,6.858075,cm,4.397662,5.000000,6.858075
688,688,38.856654,5.000000,7.349292,cm,38.856654,5.000000,7.349292
689,689,12.458339,5.000000,10.263783,cm,12.458339,5.000000,10.263783
690,690,43.600435,5.000000,43.398901,cm,43.600435,5.000000,43.398901
691,691,7.720296,5.000000,9.296850,cm,7.720296,5.000000,9.296850
692,692,25.156192,5.000000,40.735638,cm,25.156192,5.000000,40.735638
693,693,34.200717,5.000000,45.043800,cm,34.200717,5.000000,45.043800
694,694,5.879411,5.000000,35.809098,cm,5.879411,5.000000,35.809098
695,695,16.120612,5.000000,34.653186,cm,16.120612,5.000000,34.653186
696,696,23.353338,5.000000,27.201615,cm,23.353338,5.000000,27.201615
697,697,1.930672,5.000000,34.843715,cm,1.930672,5.000000,34.843715
698,698,34.319449,5.000000,12.264076,cm,34.319449,5.000000,12.264076
699,699,11.504749,5.000000,9.557322,cm,11.504749,5.000000,9.557322
700,700,11.435690,5.000000,24.896245,cm,11.435690,5.000000,24.896245
701,701,38.482140,5.000000,10.000603,cm,38.482140,5.000000,10.000603
702,702,39.739235,5.000000,8.985326,cm,39.739235,5.000000,8.985326
703,703,27.844418,5.000000,25.108802,cm,27.844418,5.000000,25.108802
704,704,10.431865,5.000000,11.170509,cm,10.431865,5.000000,11.170509
705,705,14.282321,5.000000,22.864218,cm,14.282321,5.000000,22.864218
706,706,10.466409,5.000000,0.089404,cm,10.466409,5.000000,0.089404
707,707,23.749369,5.000000,4.967185,cm,23.749369,5.000000,4.967185
708,708,0.912050,5.000000,40.520539,cm,0.912050,5.000000,40.520539
709,709,23.091314,5.000000,48.569988,cm,23.091314,5.000000,48.569988
710,710,35.139974,5.000000,48.183432,cm,35.139974,5.000000,48.183432
711,711,25.408778,5.000000,10.358883,cm,25.408778,5.000000,10.358883
712,712,12.740707,5.000000,0.876910,cm,12.740707,5.000000,0.876910
713,713,7.693379,5.000000,22.575262,cm,7.693379,5.000000,22.575262
714,714,12.221265,5.000000,13.338753,cm,12.221265,5.000000,13.338753
715,715,5.791899,5.000000,7.221737,cm,5.791899,5.000000,7.221737
716,716,1.772373,5.000000,37.814242,cm,1.772373,5.000000,37.814242
717,717,33.286363,5.000000,12.587636,cm,33.286363,5.000000,12.587636
718,718,11.704324,5.000000,47.653142,cm,11.704324,5.000000,47.653142
719,719,2.338981,5.000000,23.424035,cm,2.338981,5.000000,23.424035
720,720,42.498901,5.000000,3.220612,cm,42.498901,5.000000,3.220612
721,721,47.443602,5.000000,23.974482,cm,47.443602,5.000000,23.974482
722,722,23.270590,5.000000,7.491416,cm,23.270590,5.000000,7.491416
723,723,28.527494,5.000000,0.862681,cm,28.527494,5.000000,0.862681
724,724,17.312352,5.000000,49.079898,cm,17.312352,5.000000,49.079898
725,725,42.511512,5.000000,34.643270,cm,42.511512,5.000000,34.643270
726,726,36.088158,5.000000,44.328232,cm,36.088158,5.000000,44.328232
727,727,38.051041,5.000000,36.602422,cm,38.051041,5.000000,36.602422
728,728,1.255745,5.000000,20.308667,cm,1.255745,5.000000,20.308667
729,729,14.472844,5.000000,0.745403,cm,14.472844,5.000000,0.745403
730,730,39.588225,5.000000,44.772332,cm,39.588225,5.000000,44.772332
731,731,21.684261,5.000000,49.857315,cm,21.684261,5.000000,49.857315
732,732,0.874248,5.000000,37.576379,cm,0.874248,5.000000,37.576379
733,733,11.661031,5.000000,27.188234,cm,11.661031,5.000000,27.188234
734,734,0.818776,5.000000,9.915345,cm,0.818776,5.000000,9.915345
735,735,3.379232,5.000000,47.432598,cm,3.379232,5.000000,47.432598
736,736,31.370390,5.000000,7.975301,cm,31.370390,5.000000,7.975301
737,737,47.476503,5.000000,4.799700,cm,47.476503,5.000000,4.799700
738,738,24.611315,5.000000,7.770829,cm,24.611315,5.000000,7.770829
739,739,16.805267,5.000000,27.784828,cm,16.805267,5.000000,27.784828
740,740,43.108630,5.000000,27.854782,cm,43.108630,5.000000,27.854782
741,741,47.658872,5.000000,8.361995,cm,47.658872,5.000000,8.361995
742,742,2.252440,5.000000,28.903174,cm,2.252440,5.000000,28.903174
743,743,30.953245,5.000000,11.404742,cm,30.953245,5.000000,11.404742
744,744,13.685909,5.000000,31.610082,cm,13.685909,5.000000,31.610082
745,745,38.991760,5.000000,47.200907,cm,38.991760,5.000000,47.200907
746,746,2.553481,5.000000,44.182638,cm,2.553481,5.000000,44.182638
747,747,35.791855,5.000000,5.540559,cm,35.791855,5.000000,5.540559
748,748,25.114242,5.000000,9.814415,cm,25.114242,5.000000,9.814415
749,749,48.275755,5.000000,30.834720,cm,48.275755,5.000000,30.834720
750,750,22.941699,5.000000,33.172718,cm,22.941699,5.000000,33.172718
751,751,46.090725,5.000000,12.692064,cm,46.090725,5.000000,12.692064
752,752,14.085958,5.000000,29.277150,cm,14.085958,5.000000,29.277150
