event_id,source_index,x_cm,y_cm,z_cm
699,699,30.233408,5.000000,-8.616554
700,700,-41.035838,5.000000,24.939596
701,701,-5.645023,5.000000,-35.256651
702,702,21.847486,5.000000,-2.106888
703,703,-25.100263,5.000000,-20.583769
704,704,-12.207954,5.000000,39.498967
705,705,-38.054198,5.000000,14.319947
706,706,-48.677468,5.000000,-47.780943
707,707,-15.276282,5.000000,-12.504598
708,708,-3.601046,5.000000,32.172713
709,709,-9.841872,5.000000,-34.098452
710,710,-32.299515,5.000000,-14.731751
711,711,-32.288135,5.000000,23.401253
712,712,44.821680,5.000000,25.855091
713,713,-49.959574,5.000000,-44.539331
714,714,35.978478,5.000000,-26.764501
715,715,-33.630188,5.000000,-1.651677
716,716,-49.088032,5.000000,25.581016
717,717,18.433212,5.000000,38.803034
718,718,20.015932,5.000000,-24.780933
719,719,47.127572,5.000000,28.777665
720,720,-0.003723,5.000000,-27.780002
721,721,-42.551416,5.000000,14.951780
722,722,33.871194,5.000000,26.280277
723,723,34.214941,5.000000,-47.362726
724,724,4.719118,5.000000,-26.935291
725,725,-17.268943,5.000000,-30.088441
726,726,31.656739,5.000000,8.507407
727,727,-33.579590,5.000000,7.500626
728,728,-2.285085,5.000000,-1.194700
729,729,48.326790,5.000000,-10.466087
730,730,-12.841266,5.000000,42.734377
731,731,17.019672,5.000000,49.300410
732,732,44.383313,5.000000,42.557511
733,733,41.371668,5.000000,31.650452
734,734,-25.906664,5.000000,-12.354142
735,735,44.539516,5.000000,-36.268414
736,736,34.486420,5.000000,-12.529172
737,737,-38.886280,5.000000,48.903867
738,738,16.401949,5.000000,-32.995927
739,739,15.963345,5.000000,44.513193
740,740,-32.766862,5.000000,45.433720
741,741,-0.031061,5.000000,-41.092621
742,742,28.246466,5.000000,19.528276
743,743,-45.060065,5.000000,4.456415
744,744,-43.012545,5.000000,-28.937133
745,745,15.890713,5.000000,0.655301
746,746,43.037401,5.000000,14.446194
747,747,-20.613739,5.000000,38.746182
748,748,44.552220,5.000000,38.793523
749,749,25.226549,5.000000,-9.470249
750,750,-33.925144,5.000000,-8.390918
751,751,30.347547,5.000000,-0.504696
752,752,-31.501071,5.000000,-28.398719
753,753,-4.449109,5.000000,29.192508
754,754,-47.856835,5.000000,3.532027
755,755,-38.768630,5.000000,-45.174730
756,756,-34.595819,5.000000,14.717802
757,757,-37.336509,5.000000,-16.766456
758,758,17.887970,5.000000,40.303438
759,759,12.310691,5.000000,18.363108
760,760,26.092844,5.000000,-40.649979
761,761,-37.798808,5.000000,-25.311581
762,762,-33.381891,5.000000,25.522599
763,763,17.692255,5.000000,5.664441
764,764,-35.093485,5.000000,26.319529
765,765,-7.167331,5.000000,-4.024308
766,766,12.767466,5.000000,-9.802153
767,767,11.551801,5.000000,-25.666907
768,768,33.606927,5.000000,-49.776011
769,769,-38.361367,5.000000,-29.988526
770,770,-34.383659,5.000000,-11.256478
771,771,-41.404208,5.000000,-20.819271
772,772,-46.931564,5.000000,34.233365
773,773,-24.041275,5.000000,21.531007
774,774,-48.771560,5.000000,-21.544036
775,775,-37.515846,5.000000,-7.848532
776,776,34.613194,5.000000,4.430079
777,777,-25.503802,5.000000,-30.444366
778,778,2.901270,5.000000,-0.693693
779,779,5.415369,5.000000,23.728226
780,780,36.233199,5.000000,28.461729
781,781,-39.508863,5.000000,-4.873572
782,782,41.283026,5.000000,49.202837
783,783,-22.812660,5.000000,-16.701971
784,784,8.052030,5.000000,11.036197
785,785,-43.597140,5.000000,-26.678014
786,786,15.594863,5.000000,-0.639460
787,787,17.454999,5.000000,-48.404761
788,788,31.001724,5.000000,36.113995
789,789,-28.264918,5.000000,-14.730056
790,790,-12.379075,5.000000,43.553127
791,791,-38.556251,5.000000,48.702079
792,792,-38.405669,5.000000,-40.311841
793,793,-13.365930,5.000000,-27.999845
794,794,-23.091000,5.000000,40.245649
795,795,30.104074,5.000000,-46.490616
796,796,28.051556,5.000000,-11.005810
797,797,-24.916583,5.000000,34.648351
798,798,19.729662,5.000000,-28.715103
799,799,13.322087,5.000000,0.872521
800,800,-20.677337,5.000000,-8.049104
801,801,42.288255,5.000000,-8.169171
802,802,35.295788,5.000000,10.170997
803,803,25.883625,5.000000,44.244563
804,804,7.526875,5.000000,-43.256477
805,805,-11.417603,5.000000,23.101433
806,806,-17.834990,5.000000,-40.252769
807,807,-13.370267,5.000000,26.204165
808,808,-5.123556,5.000000,-3.149652
809,809,41.393382,5.000000,-25.023252
810,810,24.389506,5.000000,-2.698316
811,811,-36.086291,5.000000,-22.982503
812,812,-38.343574,5.000000,27.986577
813,813,0.620574,5.000000,17.675683
814,814,28.399810,5.000000,21.348062
815,815,-25.934857,5.000000,38.427051
816,816,40.623632,5.000000,-1.425803
817,817,17.976715,5.000000,6.929293
818,818,-30.976632,5.000000,-36.273405
819,819,7.150089,5.000000,-36.793410
820,820,37.959969,5.000000,7.449210
821,821,-45.066904,5.000000,-36.935900
822,822,-29.585355,5.000000,43.924139
823,823,12.357419,5.000000,49.077209
824,824,23.402630,5.000000,-32.479545
825,825,6.013017,5.000000,-1.611098
826,826,-36.331802,5.000000,-41.516035
827,827,48.300327,5.000000,-7.240519
828,828,-34.360942,5.000000,-10.043457
829,829,25.633596,5.000000,20.904218
830,830,33.697722,5.000000,16.375330
831,831,11.514073,5.000000,40.769773
832,832,-5.060282,5.000000,38.224122
833,833,-29.030503,5.000000,3.727809
834,834,-37.708676,5.000000,19.527062
835,835,-20.438636,5.000000,-5.588765
836,836,-0.290954,5.000000,-40.926597
837,837,26.310434,5.000000,-32.013023
838,838,2.767784,5.000000,46.763057
839,839,-14.856913,5.000000,37.867619
840,840,23.654368,5.000000,22.710246
841,841,-44.698092,5.000000,26.121193
842,842,7.810455,5.000000,-32.520014
843,843,13.540675,5.000000,1.715461
844,844,0.759600,5.000000,-3.605206
845,845,19.902042,5.000000,-18.852218
846,846,37.975887,5.000000,40.036650
847,847,35.437943,5.000000,-44.432188
848,848,-44.863410,5.000000,8.121771
849,849,3.049077,5.000000,-40.621835
850,850,-38.323550,5.000000,-3.081591
851,851,-13.277602,5.000000,-4.298023
852,852,-21.771989,5.000000,29.270071
853,853,-31.046634,5.000000,45.250527
854,854,27.507044,5.000000,-36.069230
855,855,38.869421,5.000000,10.336418
856,856,-15.918514,5.000000,25.062920
857,857,-3.309803,5.000000,-31.863055
858,858,34.462722,5.000000,-40.765047
859,859,19.202704,5.000000,-5.651994
860,860,-40.170476,5.000000,-10.486170
861,861,-4.028774,5.000000,36.519125
862,862,-39.331861,5.000000,-23.669238
863,863,-25.424858,5.000000,25.713435
864,864,-43.759892,5.000000,-44.794072
865,865,-20.901712,5.000000,35.716560
866,866,-23.196034,5.000000,-38.923949
867,867,-29.837903,5.000000,-16.327443
868,868,1.830220,5.000000,-26.454642
869,869,39.905201,5.000000,27.021975
870,870,-18.732330,5.000000,7.262682
871,871,-14.678924,5.000000,-45.141651
872,872,30.535326,5.000000,28.516701
873,873,-21.346430,5.000000,16.178985
874,874,-44.702610,5.000000,13.583822
875,875,-43.364850,5.000000,13.316464
876,876,17.833205,5.000000,-0.654709
877,877,-14.523391,5.000000,-43.181474
878,878,-6.956465,5.000000,-42.649830
879,879,-25.663996,5.000000,-24.252280
880,880,12.432454,5.000000,-35.875870
881,881,-14.628919,5.000000,31.507553
882,882,-27.281038,5.000000,7.804793
883,883,38.136883,5.000000,-49.969437
884,884,48.881872,5.000000,0.810068
885,885,40.330609,5.000000,-17.570454
886,886,43.383179,5.000000,48.360949
887,887,-35.732362,5.000000,-48.398220
888,888,20.664376,5.000000,-41.583943
889,889,17.070273,5.000000,-39.626122
890,890,45.591016,5.000000,-23.824527
891,891,-17.393259,5.000000,-43.435478
892,892,-9.836696,5.000000,-47.046321
893,893,44.865740,5.000000,-24.001217
894,894,34.584456,5.000000,-33.768772
895,895,-3.806553,5.000000,-2.598885
896,896,-11.846021,5.000000,-12.221711
897,897,-21.661076,5.000000,-1.558541
898,898,-28.807538,5.000000,20.051693
899,899,48.754785,5.000000,-21.210839
900,900,36.947313,5.000000,34.429465
901,901,42.820282,5.000000,-4.111430
902,902,28.790590,5.000000,46.761480
903,903,-3.103704,5.000000,7.852289
904,904,-8.785649,5.000000,-8.934339
905,905,46.840165,5.000000,-36.807232
906,906,-28.972087,5.000000,49.915592
907,907,-26.026063,5.000000,-8.960922
908,908,-49.832868,5.000000,-36.261557
909,909,-18.818465,5.000000,40.675476
910,910,14.260500,5.000000,28.696945
911,911,-39.621456,5.000000,-15.404981
912,912,9.423590,5.000000,-40.125102
913,913,-27.913355,5.000000,-24.825896
914,914,-17.754753,5.000000,41.231922
915,915,2.971031,5.000000,-19.272552
916,916,-30.812495,5.000000,26.362745
917,917,28.263066,5.000000,-7.572400
918,918,43.992223,5.000000,-32.279355
919,919,16.298751,5.000000,44.399379
920,920,29.138743,5.000000,-23.728271
921,921,8.736820,5.000000,11.821433
922,922,-49.576088,5.000000,-12.511251
923,923,8.590877,5.000000,-21.870478
924,924,-31.806568,5.000000,-21.041480
925,925,-23.251877,5.000000,8.143410
926,926,-36.395363,5.000000,5.478409
927,927,6.029537,5.000000,25.353912
928,928,18.810249,5.000000,-47.111915
929,929,-46.412915,5.000000,-42.392819
930,930,-20.284148,5.000000,-49.758918
931,931,-32.752147,5.000000,29.863711
932,932,-28.933997,5.000000,-35.182339
933,933,40.266412,5.000000,-33.499413
934,934,5.543404,5.000000,2.393261
935,935,-9.721851,5.000000,-32.473960
936,936,16.809538,5.000000,-24.275322
937,937,-5.864088,5.000000,-0.607020
938,938,6.310337,5.000000,-36.344799
939,939,32.372645,5.000000,-8.967178
940,940,22.919668,5.000000,-9.956341
941,941,42.289474,5.000000,-33.577076
942,942,4.235989,5.000000,24.010928
943,943,-44.080983,5.000000,38.632666
944,944,28.434120,5.000000,29.049898
945,945,-43.632893,5.000000,-15.457660
946,946,-15.431525,5.000000,-14.798175
947,947,-10.037152,5.000000,45.220584
948,948,2.353157,5.000000,13.685953
949,949,35.654935,5.000000,19.270588
950,950,-32.650405,5.000000,27.969116
951,951,14.856830,5.000000,1.889355
952,952,-41.501889,5.000000,11.879475
953,953,37.186443,5.000000,-14.260853
954,954,33.420043,5.000000,-12.590373
955,955,-11.251407,5.000000,-37.474355
956,956,4.678379,5.000000,-12.875383
957,957,-45.617498,5.000000,-45.516823
958,958,-13.253450,5.000000,-27.812177
959,959,-41.722413,5.000000,-41.570338
960,960,20.656480,5.000000,43.986300
961,961,11.019967,5.000000,41.607358
962,962,-18.661599,5.000000,26.934026
963,963,38.227663,5.000000,28.686414
964,964,-20.309657,5.000000,19.551698
965,965,-17.393933,5.000000,26.728051
966,966,-8.552172,5.000000,-25.683169
967,967,-25.862740,5.000000,47.877774
968,968,-25.605807,5.000000,13.058670
969,969,44.213603,5.000000,-11.153400
970,970,-13.342317,5.000000,38.070005
971,971,-32.482939,5.000000,29.134348
972,972,40.964829,5.000000,-33.822494
973,973,34.095596,5.000000,-37.818788
974,974,-30.318763,5.000000,25.722501
975,975,-8.251526,5.000000,-17.759937
976,976,13.112480,5.000000,-33.132405
977,977,7.853842,5.000000,-2.557278
978,978,-34.653111,5.000000,-12.325916
979,979,-21.173237,5.000000,18.728428
980,980,49.906138,5.000000,42.977496
981,981,42.956604,5.000000,19.727443
982,982,-36.971508,5.000000,5.059698
983,983,-5.233923,5.000000,30.853851
984,984,-45.788937,5.000000,-36.008363
985,985,-38.961348,5.000000,-29.590221
986,986,8.318081,5.000000,-3.874584
987,987,-46.402676,5.000000,-0.609432
988,988,-40.536346,5.000000,-36.181955
989,989,-48.730285,5.000000,15.158273
990,990,47.385745,5.000000,37.972841
991,991,43.108386,5.000000,13.193002
992,992,25.120094,5.000000,-45.758283
993,993,27.270531,5.000000,24.406239
994,994,-43.019771,5.000000,20.998677
995,995,34.388923,5.000000,-19.922193
996,996,0.653626,5.000000,3.139694
997,997,18.198130,5.000000,-17.742597
998,998,-14.188607,5.000000,-1.226855
999,999,49.383725,5.000000,-40.047396
